ogc_fid,Longitude,x_coordinate_address,x_coordinate_zip,property_id,street_name,x_coordinate_city,census_year,Latitude,parking_type,block_id,clue_small_area,parking_spaces,base_property_id,x_coordinate_state,FID,Area of Interest
92773,144.9649619,,,109353,850-852 Swanston Street,,2017,-37.79635107,Residential,203,Carlton,1,109353,,com_clue_offstreet_car_parking_2017.92773,Off Street Parking
92774,144.9527445,,,105104,19-41 Jeffcott Street,,2017,-37.81217238,Residential,91,West Melbourne (Residential),136,105104,,com_clue_offstreet_car_parking_2017.92774,Off Street Parking
92776,144.9890219,,,101071,54 Berry Street,,2017,-37.81789036,Residential,657,East Melbourne,2,101071,,com_clue_offstreet_car_parking_2017.92776,Off Street Parking
92778,144.9534689,,,638785,185 Howard Street,,2017,-37.80224679,Residential,367,North Melbourne,10,102203,,com_clue_offstreet_car_parking_2017.92778,Off Street Parking
92780,144.9852935,,,111159,91 Powlett Street,,2017,-37.81353856,Residential,616,East Melbourne,2,111159,,com_clue_offstreet_car_parking_2017.92780,Off Street Parking
92781,144.9701092,,,625840,111-129 Bourke Street,,2017,-37.81281453,Private,47,Melbourne (CBD),549,103597,,com_clue_offstreet_car_parking_2017.92781,Off Street Parking
92783,144.9860943,,,104276,130-134 George Street,,2017,-37.81512814,Residential,608,East Melbourne,1,104276,,com_clue_offstreet_car_parking_2017.92783,Off Street Parking
92784,144.9490003,,,102364,140 Curzon Street,,2017,-37.79981992,Residential,349,North Melbourne,1,102364,,com_clue_offstreet_car_parking_2017.92784,Off Street Parking
92788,144.9517718,,,102233,86-92 Courtney Street,,2017,-37.79988852,Residential,378,North Melbourne,4,102233,,com_clue_offstreet_car_parking_2017.92788,Off Street Parking
92789,144.9474613,,,106693,86 Molesworth Street,,2017,-37.79664659,Residential,352,North Melbourne,1,106693,,com_clue_offstreet_car_parking_2017.92789,Off Street Parking
92791,144.9733121,,,103063,43 Elgin Street,,2017,-37.7979995,Residential,234,Carlton,1,103063,,com_clue_offstreet_car_parking_2017.92791,Off Street Parking
92792,144.9521674,,,108961,278-282 Spencer Street,,2017,-37.81395176,Residential,81,Melbourne (CBD),144,108961,,com_clue_offstreet_car_parking_2017.92792,Off Street Parking
92793,144.9870679,,,100368,122-126 Albert Street,,2017,-37.810512,Residential,612,East Melbourne,6,100368,,com_clue_offstreet_car_parking_2017.92793,Off Street Parking
92795,144.9516404,,,100860,34-40 Batman Street,,2017,-37.81032553,Residential,111,West Melbourne (Residential),7,100860,,com_clue_offstreet_car_parking_2017.92795,Off Street Parking
92797,144.9856254,,,594751,170 Albert Street,,2017,-37.81004657,Residential,613,East Melbourne,16,109643,,com_clue_offstreet_car_parking_2017.92797,Off Street Parking
92798,144.9532916,,,104180,68 Gatehouse Street,,2017,-37.79528049,Residential,922,Parkville,1,104180,,com_clue_offstreet_car_parking_2017.92798,Off Street Parking
92799,144.9524424,,,101937,147-149 Chetwynd Street,,2017,-37.80226125,Residential,368,North Melbourne,3,101937,,com_clue_offstreet_car_parking_2017.92799,Off Street Parking
92800,144.9486906,,,573425,116-120 Curzon Street,,2017,-37.80120342,Residential,347,North Melbourne,2,573425,,com_clue_offstreet_car_parking_2017.92800,Off Street Parking
92801,144.9533919,,,109942,33-37 Walsh Street,,2017,-37.80842586,Private,439,West Melbourne (Residential),20,109942,,com_clue_offstreet_car_parking_2017.92801,Off Street Parking
92802,144.9697778,,,101219,100-116 Bourke Street,,2017,-37.81170307,Commercial,57,Melbourne (CBD),418,101219,,com_clue_offstreet_car_parking_2017.92802,Off Street Parking
92803,144.9464424,,,103359,50 Elm Street,,2017,-37.80350563,Residential,343,North Melbourne,1,103359,,com_clue_offstreet_car_parking_2017.92803,Off Street Parking
92807,144.9625079,,,661677,555 Swanston Street,,2017,-37.80569627,Residential,264,Carlton,240,644815,,com_clue_offstreet_car_parking_2017.92807,Off Street Parking
92808,144.986995,,,110864,101 Hotham Street,,2017,-37.81472587,Residential,608,East Melbourne,2,110864,,com_clue_offstreet_car_parking_2017.92808,Off Street Parking
92810,144.9692712,,,102714,350-352 Drummond Street,,2017,-37.79771074,Private,216,Carlton,2,102714,,com_clue_offstreet_car_parking_2017.92810,Off Street Parking
92811,144.9484603,,,103841,179-191 Flemington Road,,2017,-37.79543579,Residential,353,North Melbourne,14,103841,,com_clue_offstreet_car_parking_2017.92811,Off Street Parking
92812,144.9619919,,,110727,365-367 Little Bourke Street,,2017,-37.81374372,Residential,54,Melbourne (CBD),4,105845,,com_clue_offstreet_car_parking_2017.92812,Off Street Parking
92813,144.9718253,,,102419,21 David Street,,2017,-37.79675429,Residential,224,Carlton,2,102419,,com_clue_offstreet_car_parking_2017.92813,Off Street Parking
92817,144.9542064,,,109211,92 Story Street,,2017,-37.79640176,Residential,918,Parkville,1,109211,,com_clue_offstreet_car_parking_2017.92817,Off Street Parking
92818,144.9394956,,,637424,31 South Wharf Drive,,2017,-37.82305628,Residential,773,Docklands,2,637424,,com_clue_offstreet_car_parking_2017.92818,Off Street Parking
92819,144.9572469,,,100871,18 Bayles Street,,2017,-37.79423121,Residential,911,Parkville,2,100871,,com_clue_offstreet_car_parking_2017.92819,Off Street Parking
92825,144.9467989,,,106616,24 Miller Street,,2017,-37.80552678,Residential,405,West Melbourne (Residential),2,106616,,com_clue_offstreet_car_parking_2017.92825,Off Street Parking
92826,144.9661714,,,101676,290 Cardigan Street,,2017,-37.79803422,Residential,207,Carlton,1,101676,,com_clue_offstreet_car_parking_2017.92826,Off Street Parking
92828,144.9576934,,,108472,91 Royal Parade,,2017,-37.79421707,Private,911,Parkville,2,108472,,com_clue_offstreet_car_parking_2017.92828,Off Street Parking
92830,144.9729845,,,101423,137 Canning Street,,2017,-37.79555377,Residential,226,Carlton,2,101423,,com_clue_offstreet_car_parking_2017.92830,Off Street Parking
92831,144.9847941,,,103657,12-14 Fairlie Court,,2017,-37.83245934,Residential,855,South Yarra,1,103657,,com_clue_offstreet_car_parking_2017.92831,Off Street Parking
92835,144.9437784,,,102924,140-158 Dryburgh Street,,2017,-37.80315418,Private,341,North Melbourne,8,102924,,com_clue_offstreet_car_parking_2017.92835,Off Street Parking
92836,144.9696448,,,108177,283-289 Rathdowne Street,,2017,-37.79999859,Residential,219,Carlton,4,108177,,com_clue_offstreet_car_parking_2017.92836,Off Street Parking
92838,144.9668413,,,103701,222-224 Faraday Street,,2017,-37.79829669,Private,207,Carlton,3,103701,,com_clue_offstreet_car_parking_2017.92838,Off Street Parking
92839,144.9496891,,,104698,1A Harris Street,,2017,-37.79953343,Residential,349,North Melbourne,1,104698,,com_clue_offstreet_car_parking_2017.92839,Off Street Parking
92842,144.9662623,,,110381,60 City Road,,2017,-37.82066923,Private,753,Southbank,205,110380,,com_clue_offstreet_car_parking_2017.92842,Off Street Parking
92843,144.9539607,,,110115,351-353 William Street,,2017,-37.80746188,Private,437,West Melbourne (Residential),16,110115,,com_clue_offstreet_car_parking_2017.92843,Off Street Parking
92844,144.952395,,,110809,129 Chetwynd Street,,2017,-37.80271031,Residential,368,North Melbourne,2,110809,,com_clue_offstreet_car_parking_2017.92844,Off Street Parking
92845,144.9896452,,,101334,25-27 Burchett Lane,,2017,-37.81526238,Residential,605,East Melbourne,2,101334,,com_clue_offstreet_car_parking_2017.92845,Off Street Parking
92849,144.986845,,,102018,31-33 Clowes Street,,2017,-37.83100209,Residential,857,South Yarra,1,102018,,com_clue_offstreet_car_parking_2017.92849,Off Street Parking
92850,144.9843298,,,100363,204-208 Albert Street,,2017,-37.81014349,Private,613,East Melbourne,11,100363,,com_clue_offstreet_car_parking_2017.92850,Off Street Parking
92851,144.9626536,,,111247,19 Lincoln Place,,2017,-37.80393002,Residential,256,Carlton,1,111247,,com_clue_offstreet_car_parking_2017.92851,Off Street Parking
92853,144.9540275,,,104170,96 Gatehouse Street,,2017,-37.79470112,Residential,922,Parkville,1,104170,,com_clue_offstreet_car_parking_2017.92853,Off Street Parking
92857,144.9523782,,,630299,20 Convention Centre Place,,2017,-37.82539976,Private,804,Southbank,296,110484,,com_clue_offstreet_car_parking_2017.92857,Off Street Parking
92859,144.9488652,,,101807,41 Chapman Street,,2017,-37.79708583,Residential,352,North Melbourne,1,101807,,com_clue_offstreet_car_parking_2017.92859,Off Street Parking
92861,144.9876489,,,108734,51 Simpson Street,,2017,-37.81515335,Residential,608,East Melbourne,1,108734,,com_clue_offstreet_car_parking_2017.92861,Off Street Parking
92862,144.9460401,,,101294,9-21 Brougham Street,,2017,-37.79436242,Residential,304,North Melbourne,13,101294,,com_clue_offstreet_car_parking_2017.92862,Off Street Parking
92863,144.9433202,,,101364,49 Canning Street,,2017,-37.79629387,Residential,318,North Melbourne,1,101364,,com_clue_offstreet_car_parking_2017.92863,Off Street Parking
92865,144.9664172,,,103697,236 Faraday Street,,2017,-37.79835146,Residential,207,Carlton,1,103697,,com_clue_offstreet_car_parking_2017.92865,Off Street Parking
92868,144.9791902,,,105126,128-138 Jolimont Road,,2017,-37.81749991,Private,656,East Melbourne,26,105126,,com_clue_offstreet_car_parking_2017.92868,Off Street Parking
92872,144.9679947,,,108582,210-222 Russell Street,,2017,-37.81132789,Residential,67,Melbourne (CBD),52,108582,,com_clue_offstreet_car_parking_2017.92872,Off Street Parking
92873,144.946497,,,103344,23 Elm Street,,2017,-37.80401648,Residential,344,North Melbourne,1,103344,,com_clue_offstreet_car_parking_2017.92873,Off Street Parking
92876,144.9715483,,,106277,42 MacArthur Place North,,2017,-37.79799891,Residential,223,Carlton,1,106277,,com_clue_offstreet_car_parking_2017.92876,Off Street Parking
92880,144.9863717,,,104985,118 Hotham Street,,2017,-37.81386245,Residential,609,East Melbourne,2,104985,,com_clue_offstreet_car_parking_2017.92880,Off Street Parking
92881,144.9390804,,,627719,37 South Wharf Drive,,2017,-37.82295194,Residential,773,Docklands,2,627719,,com_clue_offstreet_car_parking_2017.92881,Off Street Parking
92882,144.9737753,,,103751,22 Faraday Street,,2017,-37.79916311,Residential,235,Carlton,1,103751,,com_clue_offstreet_car_parking_2017.92882,Off Street Parking
92883,144.9433563,,,585863,714-720 Queensberry Street,,2017,-37.80205261,Residential,336,North Melbourne,20,585863,,com_clue_offstreet_car_parking_2017.92883,Off Street Parking
92884,144.9541941,,,535387,13 Walsh Street,,2017,-37.8081748,Residential,436,West Melbourne (Residential),1,535387,,com_clue_offstreet_car_parking_2017.92884,Off Street Parking
92885,144.9524094,,,110811,133 Chetwynd Street,,2017,-37.80262803,Residential,368,North Melbourne,2,110811,,com_clue_offstreet_car_parking_2017.92885,Off Street Parking
92888,144.9477744,,,101847,80 Chapman Street,,2017,-37.79521767,Residential,353,North Melbourne,2,101847,,com_clue_offstreet_car_parking_2017.92888,Off Street Parking
92889,144.9494345,,,628714,733-747 Collins Street,,2017,-37.82089145,Private,1105,Docklands,47,628714,,com_clue_offstreet_car_parking_2017.92889,Off Street Parking
92890,144.9738431,,,101467,176-178 Canning Street,,2017,-37.79429998,Residential,229,Carlton,1,101467,,com_clue_offstreet_car_parking_2017.92890,Off Street Parking
92891,144.9856254,,,593695,158 Albert Street,,2017,-37.81004657,Residential,613,East Melbourne,36,109643,,com_clue_offstreet_car_parking_2017.92891,Off Street Parking
92892,144.9856254,,,593693,191 Powlett Street,,2017,-37.81004657,Residential,613,East Melbourne,65,109643,,com_clue_offstreet_car_parking_2017.92892,Off Street Parking
92893,144.9458305,,,613252,790-814 Collins Street,,2017,-37.821044,Private,1108,Docklands,223,613252,,com_clue_offstreet_car_parking_2017.92893,Off Street Parking
92894,144.9662418,,,110353,49-55 City Road,,2017,-37.82204573,Residential,812,Southbank,9,110353,,com_clue_offstreet_car_parking_2017.92894,Off Street Parking
92895,144.9528187,,,110652,25-29 Gardiner Street,,2017,-37.8045596,Residential,356,North Melbourne,2,110652,,com_clue_offstreet_car_parking_2017.92895,Off Street Parking
92897,144.9379777,,,627689,52 South Wharf Drive,,2017,-37.8223533,Residential,773,Docklands,2,627689,,com_clue_offstreet_car_parking_2017.92897,Off Street Parking
92898,144.9681146,,,103688,189-193 Faraday Street,,2017,-37.79907618,Private,218,Carlton,16,103688,,com_clue_offstreet_car_parking_2017.92898,Off Street Parking
92899,144.9476346,,,101844,84 Chapman Street,,2017,-37.7951039,Residential,353,North Melbourne,1,101844,,com_clue_offstreet_car_parking_2017.92899,Off Street Parking
92901,144.9377223,,,627694,5 Foundry Way,,2017,-37.82284824,Residential,773,Docklands,2,627694,,com_clue_offstreet_car_parking_2017.92901,Off Street Parking
92902,144.9711212,,,100767,141 Barkly Street,,2017,-37.80050174,Residential,221,Carlton,2,100767,,com_clue_offstreet_car_parking_2017.92902,Off Street Parking
92903,144.9381804,,,627684,10 Foundry Way,,2017,-37.82279018,Residential,773,Docklands,2,627684,,com_clue_offstreet_car_parking_2017.92903,Off Street Parking
92904,144.9529338,,,108606,9 St Andrews Street,,2017,-37.80420854,Residential,356,North Melbourne,1,108606,,com_clue_offstreet_car_parking_2017.92904,Off Street Parking
92905,144.9699433,,,108194,357-363 Rathdowne Street,,2017,-37.79802584,Residential,216,Carlton,19,108194,,com_clue_offstreet_car_parking_2017.92905,Off Street Parking
92908,144.9420396,,,106549,10 Melrose Street,,2017,-37.79525249,Residential,306,North Melbourne,1,106549,,com_clue_offstreet_car_parking_2017.92908,Off Street Parking
92909,144.9561073,,,101172,578-606 Bourke Street,,2017,-37.81571393,Private,52,Melbourne (CBD),425,101172,,com_clue_offstreet_car_parking_2017.92909,Off Street Parking
92910,144.9513448,,,107119,2-4 O'Shanassy Street,,2017,-37.80019367,Residential,372,North Melbourne,2,107119,,com_clue_offstreet_car_parking_2017.92910,Off Street Parking
92911,144.9702943,,,108195,391-395 Rathdowne Street,,2017,-37.79707402,Private,215,Carlton,2,108195,,com_clue_offstreet_car_parking_2017.92911,Off Street Parking
92913,144.9475136,,,101826,89 Chapman Street,,2017,-37.79596765,Residential,352,North Melbourne,1,101826,,com_clue_offstreet_car_parking_2017.92913,Off Street Parking
92914,144.9861173,,,109898,325 Walsh Street,,2017,-37.82988095,Residential,853,South Yarra,4,109898,,com_clue_offstreet_car_parking_2017.92914,Off Street Parking
92916,144.9523635,,,105367,356-362 King Street,,2017,-37.80831933,Residential,438,West Melbourne (Residential),5,105367,,com_clue_offstreet_car_parking_2017.92916,Off Street Parking
92917,144.9882532,,,110012,56-70 Wellington Parade,,2017,-37.81638513,Private,606,East Melbourne,14,110012,,com_clue_offstreet_car_parking_2017.92917,Off Street Parking
92919,144.9659326,,,101628,435 Cardigan Street,,2017,-37.79589132,Residential,203,Carlton,2,101628,,com_clue_offstreet_car_parking_2017.92919,Off Street Parking
92920,144.9803135,,,100261,22-36 Agnes Street,,2017,-37.81777359,Residential,656,East Melbourne,47,100261,,com_clue_offstreet_car_parking_2017.92920,Off Street Parking
92921,144.9432519,,,107465,14-16 Peckville Street,,2017,-37.79527269,Residential,306,North Melbourne,1,107465,,com_clue_offstreet_car_parking_2017.92921,Off Street Parking
92924,144.9669433,,,105491,58-66 La Trobe Street,,2017,-37.80829662,Commercial,97,Melbourne (CBD),23,105491,,com_clue_offstreet_car_parking_2017.92924,Off Street Parking
92925,144.9580842,,,103245,591-593 Elizabeth Street,,2017,-37.80452343,Residential,362,North Melbourne,3,103245,,com_clue_offstreet_car_parking_2017.92925,Off Street Parking
92932,144.9724771,,,106884,60 Neill Street,,2017,-37.79361891,Residential,228,Carlton,1,106884,,com_clue_offstreet_car_parking_2017.92932,Off Street Parking
92936,144.9716288,,,105188,101-111 Neill Street,,2017,-37.7947116,Residential,227,Carlton,11,105188,,com_clue_offstreet_car_parking_2017.92936,Off Street Parking
92937,144.9716355,,,623345,11 Nicholson Street,,2017,-37.80401886,Commercial,250,Carlton,848,108266,,com_clue_offstreet_car_parking_2017.92937,Off Street Parking
92938,144.9459587,,,108354,197 Roden Street,,2017,-37.80952571,Residential,428,West Melbourne (Residential),1,108354,,com_clue_offstreet_car_parking_2017.92938,Off Street Parking
92940,144.9698104,,,108180,293-295 Rathdowne Street,,2017,-37.79983452,Private,219,Carlton,1,108180,,com_clue_offstreet_car_parking_2017.92940,Off Street Parking
92942,144.9466574,,,107744,37 Provost Street,,2017,-37.80214748,Residential,333,North Melbourne,1,107744,,com_clue_offstreet_car_parking_2017.92942,Off Street Parking
92943,144.9877946,,,109632,490-492 Victoria Parade,,2017,-37.810033,Residential,612,East Melbourne,1,109632,,com_clue_offstreet_car_parking_2017.92943,Off Street Parking
92946,144.9730959,,,101502,46 Canning Street,,2017,-37.79837217,Residential,234,Carlton,1,101502,,com_clue_offstreet_car_parking_2017.92946,Off Street Parking
92947,144.9445024,,,108728,92-96 Silk Place,,2017,-37.80518436,Residential,404,West Melbourne (Residential),1,108728,,com_clue_offstreet_car_parking_2017.92947,Off Street Parking
92951,144.9479753,,,598658,2-24 Waterview Walk,,2017,-37.81925128,Commercial,1104,Docklands,113,576023,,com_clue_offstreet_car_parking_2017.92951,Off Street Parking
92952,144.9687501,,,107860,1-15 Queensberry Street,,2017,-37.80540754,Residential,268,Carlton,98,107860,,com_clue_offstreet_car_parking_2017.92952,Off Street Parking
92953,144.9456824,,,109771,622-624 Victoria Street,,2017,-37.80444453,Residential,344,North Melbourne,2,109771,,com_clue_offstreet_car_parking_2017.92953,Off Street Parking
92954,144.9540432,,,107267,79 Park Drive,,2017,-37.79567774,Residential,922,Parkville,1,107267,,com_clue_offstreet_car_parking_2017.92954,Off Street Parking
92955,144.9443976,,,104745,124 Hawke Street,,2017,-37.80909336,Residential,416,West Melbourne (Residential),1,104745,,com_clue_offstreet_car_parking_2017.92955,Off Street Parking
92958,144.9741667,,,106922,35 Nicholson Street,,2017,-37.8003055,Residential,237,Carlton,2,106922,,com_clue_offstreet_car_parking_2017.92958,Off Street Parking
92959,144.9489732,,,102366,136 Curzon Street,,2017,-37.79996624,Residential,349,North Melbourne,1,102366,,com_clue_offstreet_car_parking_2017.92959,Off Street Parking
92961,144.9670795,,,102607,13 Drummond Street,,2017,-37.80663515,Residential,267,Carlton,1,102607,,com_clue_offstreet_car_parking_2017.92961,Off Street Parking
92962,144.9465791,,,108877,583-585 Spencer Street,,2017,-37.80718617,Private,414,West Melbourne (Residential),1,108877,,com_clue_offstreet_car_parking_2017.92962,Off Street Parking
92963,144.9719122,,,106869,91-93 Neill Street,,2017,-37.79457533,Residential,227,Carlton,2,106869,,com_clue_offstreet_car_parking_2017.92963,Off Street Parking
92965,144.9422816,,,106594,152-160 Miller Street,,2017,-37.80507133,Private,402,West Melbourne (Residential),8,106594,,com_clue_offstreet_car_parking_2017.92965,Off Street Parking
92966,144.9735281,,,100808,42 Barkly Street,,2017,-37.7984085,Residential,234,Carlton,1,100808,,com_clue_offstreet_car_parking_2017.92966,Off Street Parking
92967,144.9602424,,,105511,119-125 Leicester Street,,2017,-37.80306141,Residential,258,Carlton,6,105511,,com_clue_offstreet_car_parking_2017.92967,Off Street Parking
92968,144.9538305,,,107261,65-67 Park Drive,,2017,-37.79591779,Residential,922,Parkville,3,107261,,com_clue_offstreet_car_parking_2017.92968,Off Street Parking
92969,144.9652038,,,103050,5 Elgin Place,,2017,-37.79642401,Residential,203,Carlton,1,103050,,com_clue_offstreet_car_parking_2017.92969,Off Street Parking
92972,144.9547634,,,109825,328-350 Victoria Street,,2017,-37.80542551,Private,357,North Melbourne,2,109825,,com_clue_offstreet_car_parking_2017.92972,Off Street Parking
